flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
890,40,890,804,86,0,40,930,`3a2,tal_sw_timer.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
321,8,321,184,137,0,8,329,`149,tal_system.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1905,16,1905,1302,603,0,16,1921,`781,tal_thread.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1214,100,1214,1056,158,0,100,1314,`522,tal_time_serivce.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
570,8,570,392,178,0,8,578,`242,tal_workq_service.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
771,0,771,674,97,0,0,771,`303,tal_workqueue.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
613,20,613,432,181,0,20,633,`279,tal_wifi.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1240,54,1240,628,612,0,54,1294,`50e,tuya_authorize.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
5558,4,5558,4266,1292,0,4,5562,`15ba,tuya_iot.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1668,40,1628,1072,556,40,0,1668,`684,tuya_mqtt_dispatch.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1278,4,1278,984,294,0,4,1282,`502,tuya_ota.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2213,28,2213,1352,861,0,28,2241,`8c1,tuya_register_center.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
8787,96,8727,6376,2351,60,36,8823,`2277,tuya_lan.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3016,20,3016,1688,1328,0,20,3036,`bdc,netmgr.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2868,4,2868,2182,686,0,4,2872,`b38,tuya_protocol.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4091,16,4091,3218,873,0,16,4107,`100b,dp_schema.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
420,0,420,266,154,0,0,420,`1a4,tuya_iot_dp.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4107,884,4083,2750,1333,24,860,4967,`1367,tuya_tls.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
842,5,842,596,246,0,5,847,`34f,netcfg.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2436,192,2244,1920,324,192,0,2436,`984,netconn_wifi.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2328,4,2324,1904,420,4,0,2328,`918,ble_dp.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
5795,10,5795,4448,1347,0,10,5805,`16ad,ble_mgr.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
819,136,819,572,247,0,136,955,`3bb,ble_netcfg.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
938,3,936,764,172,2,1,939,`3ab,ble_trsmitr.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
68,0,68,68,0,0,0,68,`44,crc_16.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
304,0,304,304,0,0,0,304,`130,mix_method.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
107,0,107,90,17,0,0,107,`6b,uni_random.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4682,20,4670,4620,50,12,8,4690,`1252,cJSON.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2470,0,2470,1836,634,0,0,2470,`9a6,http_download.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1143,0,1143,814,329,0,0,1143,`477,http_client_wrapper.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
14240,0,14240,6044,8196,0,0,14240,`37a0,core_http_client.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
12983,4,12979,8416,4563,4,0,12983,`32b7,http_parser.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1468,0,1468,1468,0,0,0,1468,`5bc,lv_group.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1176,0,1176,1176,0,0,0,1176,`498,lv_draw_arc.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
152,0,152,152,0,0,0,152,`98,lv_draw_line.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2464,0,2464,2464,0,0,0,2464,`9a0,lv_draw_sw.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1248,0,1248,1248,0,0,0,1248,`4e0,lv_draw_sw_arc.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1636,0,1636,1636,0,0,0,1636,`664,lv_draw_sw_border.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4068,0,4068,4068,0,0,0,4068,`fe4,lv_draw_sw_box_shadow.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1208,0,1208,1208,0,0,0,1208,`4b8,lv_draw_sw_fill.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
348,0,348,348,0,0,0,348,`15c,lv_draw_sw_gradient.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1836,0,1836,1836,0,0,0,1836,`72c,lv_draw_sw_img.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
252,0,252,252,0,0,0,252,`fc,lv_draw_sw_letter.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1621,0,1621,1588,33,0,0,1621,`655,lv_draw_sw_line.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
392,0,392,392,0,0,0,392,`188,lv_draw_sw_mask_rect.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
7232,0,7232,7232,0,0,0,7232,`1c40,lv_draw_sw_transform.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
828,0,828,828,0,0,0,828,`33c,lv_draw_sw_triangle.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3236,0,3236,3196,40,0,0,3236,`ca4,lv_font_fmt_txt.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3204,0,3204,3204,0,0,0,3204,`c84,lv_grid.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1988,0,1988,1952,36,0,0,1988,`7c4,lv_bin_decoder.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4705,0,4705,4696,9,0,0,4705,`1261,gifdec.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
80,0,80,80,0,0,0,80,`50,lv_cache.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
60,0,60,60,0,0,0,60,`3c,lv_cache_entry.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
152,0,152,152,0,0,0,152,`98,lv_array.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
700,0,700,700,0,0,0,700,`2bc,lv_style_gen.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
76,0,76,76,0,0,0,76,`4c,lv_utils.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2499,12,2491,2052,439,8,4,2503,`9c7,lv_port_disp.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
488,8,480,324,156,8,0,488,`1e8,lv_port_indev.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
901,0,901,580,321,0,0,901,`385,cipher_wrapper.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
574,0,574,574,0,0,0,574,`23e,base64.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1944,0,1944,1944,0,0,0,1944,`798,cipher.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1156,0,1156,164,992,0,0,1156,`484,cipher_wrap.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1232,0,1232,1232,0,0,0,1232,`4d0,constant_time.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1216,0,1216,1216,0,0,0,1216,`4c0,ctr_drbg.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
902,0,902,902,0,0,0,902,`386,entropy.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
62,0,62,62,0,0,0,62,`3e,entropy_poll.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2042,0,2042,1914,128,0,0,2042,`7fa,gcm.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1007,0,1007,932,75,0,0,1007,`3ef,md.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2266,0,2266,2266,0,0,0,2266,`8da,md5.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
540,0,540,524,16,0,0,540,`21c,pk.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
933,0,933,694,239,0,0,933,`3a5,pk_wrap.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3488,0,3488,3220,268,0,0,3488,`da0,pkparse.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
52,8,44,44,0,8,0,52,`34,platform.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
24,0,24,20,4,0,0,24,`18,platform_util.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
5086,0,5086,5086,0,0,0,5086,`13de,rsa.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1591,0,1591,1536,55,0,0,1591,`637,rsa_alt_helpers.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4206,0,4206,4206,0,0,0,4206,`106e,sha1.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2646,0,2646,2390,256,0,0,2646,`a56,sha256.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3722,0,3722,3722,0,0,0,3722,`e8a,ssl_msg.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
5877,40,5837,5744,93,40,0,5877,`16f5,ssl_tls.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
60,16,44,44,0,16,0,60,`3c,threading.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4721,0,4721,4612,109,0,0,4721,`1271,x509_crt.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1225,0,1225,924,301,0,0,1225,`4c9,tdl_display_fb_manage.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
21,0,21,16,5,0,0,21,`15,tdl_display_format.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1177,8,1169,954,215,8,0,1177,`499,tdl_display_manage.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
639,8,631,520,111,8,0,639,`27f,tdl_tp_manage.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1096,22,1094,1010,84,2,20,1116,`45c,tal_bluetooth.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3222,232,3222,2528,694,0,232,3454,`d7e,tkl_bluetooth.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
987,20,987,782,205,0,20,1007,`3ef,tal_dma2d.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
196,0,196,196,0,0,0,196,`c4,mbedtls_hash.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
162,0,162,162,0,0,0,162,`a2,mbedtls_symmetry.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
284,0,284,152,132,0,0,284,`11c,tal_x509.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1633,28,1633,1540,93,0,28,1661,`67d,tal_event.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
369,16,369,192,177,0,16,385,`181,tal_sleep.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3137,0,3137,2166,971,0,0,3137,`c41,atop_base.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2230,0,2230,1480,750,0,0,2230,`8b6,atop_service.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2340,0,2340,1444,896,0,0,2340,`924,iotdns.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2966,0,2966,2180,786,0,0,2966,`b96,matop_service.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3865,0,3865,3008,857,0,0,3865,`f19,mqtt_service.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1504,12,1504,904,600,0,12,1516,`5ec,tuya_device_meta.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
6971,76,6971,4800,2171,0,76,7047,`1b87,tuya_device_timer.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1642,176,1642,1100,542,0,176,1818,`71a,tuya_endpoint.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2367,4,2367,1556,811,0,4,2371,`943,tuya_health.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2277,4,2277,1858,419,0,4,2281,`8e9,lan_sock.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
184,0,184,184,0,0,0,184,`b8,tuya_transport.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
